Time (s),Lap Distance (m),Ground Speed (km/h),Latitude Degrees (),Latitude Minutes (),Latitude Minute fraction (),Longitude Degrees (),Longitude Minutes (),Longitude Minute - fraction (),YawNorth (rad),X (m),Y (m),AP Info:
111.766666666667,5580.55172213915,166.027856413461,34,50,46.1388552097843,136,32,13.5617184400803,1.94117875496415,-143.258148193359,110.171760559082,0
111.783333333333,5581.32035096598,166.019796777406,34,50,46.1271088875462,136,32,13.5989290757539,1.94819675485161,-142.312805175781,109.809768676758,0
111.8,5582.08937896123,166.200297171663,34,50,46.1206278160715,136,32,13.6188587568018,1.95200295845536,-141.806488037109,109.610038757324,0
111.816666666667,5582.85974228067,166.596656826115,34,50,46.1118998416451,136,32,13.6474180941991,1.95815666119126,-141.080932617188,109.341064453125,0
111.833333333333,5583.63194396521,166.994470893932,34,50,46.1013635738509,136,32,13.6770075157233,1.96398116747407,-140.329208374023,109.01636505127,0
111.85,5584.4059729129,167.386034511391,34,50,46.0929462431209,136,32,13.7006243953624,1.96889327565697,-139.729217529297,108.756965637207,0
111.866666666667,5585.18193369176,167.829021955616,34,50,46.0844011764634,136,32,13.7254611220601,1.97305338183907,-139.098236083984,108.493629455566,0
111.883333333333,5585.95963631018,168.138509202484,34,50,46.0706859106891,136,32,13.7669109101739,1.98032499949006,-138.045196533203,108.070960998535,0
111.9,5586.73881059868,168.464783426356,34,50,46.0615226569557,136,32,13.7931398661795,1.98508755961922,-137.378845214844,107.78857421875,0
111.916666666667,5587.51925894707,168.688903080151,34,50,46.052584925914,136,32,13.8178498653974,1.99020232359437,-136.751083374023,107.513137817383,0
111.933333333333,5588.30098096316,169.015007871709,34,50,46.0419874694593,136,32,13.8453563486837,1.99548392097024,-136.052276611328,107.186553955078,0
111.95,5589.0846518394,169.530810661028,34,50,46.0317920980002,136,32,13.8746003974279,2.00079871813324,-135.309326171875,106.872360229492,0
111.966666666667,5589.8698053799,169.655518834437,34,50,46.0220854073297,136,32,13.9009699001054,2.00534634391335,-134.639404296875,106.573226928711,0
111.983333333333,5590.65577563724,169.88363233744,34,50,46.0113735668527,136,32,13.9286307372845,2.01008723775414,-133.936676025391,106.243118286133,0
112,5591.44296657615,170.182853271851,34,50,45.9990025221968,136,32,13.9613595771084,2.01604352990655,-133.105194091797,105.861877441406,0
112.016666666667,5592.23093787393,170.220747370132,34,50,45.986728248951,136,32,13.9916577302916,2.02159758011368,-132.335464477539,105.483619689941,0
112.033333333333,5593.01908666099,170.259528638015,34,50,45.9781321198049,136,32,14.0126931592295,2.02542315522698,-131.801055908203,105.218711853027,0
112.05,5593.80785793045,170.489659772474,34,50,45.9681166802169,136,32,14.0380680423778,2.02946634689835,-131.156402587891,104.910064697266,0
112.066666666667,5594.5969514333,170.398733457596,34,50,45.9547451657868,136,32,14.0706461361492,2.03526286880044,-130.328750610352,104.497993469238,0
112.083333333333,5595.38616567563,170.541819230548,34,50,45.9418405808405,136,32,14.1033275242922,2.0405354062703,-129.498474121094,104.100311279297,0
112.1,5596.17607091271,170.697243188328,34,50,45.9310643519329,136,32,14.1305138635903,2.04522238770989,-128.807800292969,103.768218994141,0
112.116666666667,5596.96723846264,171.087138381019,34,50,45.919824897433,136,32,14.1571128091005,2.05002461473015,-128.132049560547,103.421852111816,0
112.133333333333,5597.75920320005,171.041628177047,34,50,45.9103144649275,136,32,14.1788071166093,2.054337875047,-127.580902099609,103.128768920898,0
112.15,5598.55183403245,171.374891419267,34,50,45.8969839745008,136,32,14.2058307268644,2.05966188112763,-126.89436340332,102.717964172363,0
112.166666666667,5599.34606014599,171.730789631063,34,50,45.8865731548512,136,32,14.2322752951532,2.06392587820557,-126.222534179688,102.397132873535,0
112.183333333333,5600.14145946525,171.88171628819,34,50,45.8724492420343,136,32,14.2651693060475,2.07012994686631,-125.386856079102,101.961875915527,0
112.2,5600.93771759997,172.101797912653,34,50,45.8601919948875,136,32,14.2922877883553,2.07479561964539,-124.697906494141,101.584144592285,0
112.216666666667,5601.73553071552,172.553468005873,34,50,45.8500009714895,136,32,14.3145013282652,2.07885094086197,-124.133567810059,101.270088195801,0
112.233333333333,5602.53497501479,172.80646927814,34,50,45.8351942493179,136,32,14.3487497247679,2.08454068104294,-123.263481140137,100.813789367676,0
112.25,5603.33603478317,173.251350660512,34,50,45.8192065724204,136,32,14.3822443675777,2.09085555473832,-122.412544250488,100.321098327637,0
112.266666666667,5604.13938471177,173.795818494355,34,50,45.8107071825565,136,32,14.3992058143272,2.09406586090592,-121.981636047363,100.059173583984,0
112.283333333333,5604.94451055109,174.018544093407,34,50,45.7968889810614,136,32,14.4289721125279,2.09838600555924,-121.22541809082,99.6333389282227,0
112.3,5605.75139053505,174.553608977396,34,50,45.7837144515621,136,32,14.4562518602175,2.1027290980008,-120.532371520996,99.2273406982422,0
112.316666666667,5606.56021852135,174.860081106138,34,50,45.7739078908018,136,32,14.4769341202437,2.10547353426484,-120.006935119629,98.9251327514648,0
112.333333333333,5607.3703395181,175.112189488132,34,50,45.7585299696574,136,32,14.5088076857906,2.11022247473267,-119.19718170166,98.4512329101562,0
112.35,5608.18209508924,175.56621724261,34,50,45.744846169478,136,32,14.5361646131892,2.11391694942978,-118.502174377441,98.029541015625,0
112.366666666667,5608.99565118884,175.890017787206,34,50,45.7273190741829,136,32,14.5726464073892,2.11889393726853,-117.575347900391,97.4894104003906,0
112.383333333333,5609.81079360775,176.251507180639,34,50,45.7157185869305,136,32,14.5956245296293,2.12169773975876,-116.991584777832,97.1319198608398,0
112.4,5610.62777265909,176.683442998678,34,50,45.7012955217435,136,32,14.6235799710599,2.12551607290772,-116.281372070312,96.6874465942383,0
112.416666666667,5611.44574098301,176.678872935479,34,50,45.687286891686,136,32,14.650813166752,2.12914635340241,-115.589508056641,96.255744934082,0
112.433333333333,5612.26427991321,176.929944908867,34,50,45.6763659733211,136,32,14.6712083377952,2.13160999218491,-115.071365356445,95.9191970825195,0
112.45,5613.08390606617,177.14855317202,34,50,45.6637090951004,136,32,14.6967676010195,2.13523592154053,-114.422027587891,95.5291519165039,0
112.466666666667,5613.90457677905,177.381194791305,34,50,45.6463250454446,136,32,14.7292715164827,2.13965793053177,-113.596260070801,94.9934310913086,0
112.483333333333,5614.72610275216,177.518025591609,34,50,45.6333826969141,136,32,14.7538190471596,2.1424995223668,-112.972625732422,94.5945892333984,0
112.5,5615.54750349678,177.32709608252,34,50,45.6151838830407,136,32,14.7880109894163,2.14674420753983,-112.103973388672,94.0337600708008,0
112.516666666667,5616.36899518111,177.557311551191,34,50,45.5980471695908,136,32,14.8218458479664,2.15088559786347,-111.24439239502,93.5056610107422,0
112.533333333333,5617.19081139341,177.467292162972,34,50,45.5895816593652,136,32,14.8366657851671,2.15336389938859,-110.867889404297,93.2447814941406,0
112.55,5618.01211855953,177.337403598143,34,50,45.5716115878799,136,32,14.8695919234501,2.15787835518387,-110.031394958496,92.6910018920898,0
112.566666666667,5618.83342881967,177.468628784994,34,50,45.5567039718743,136,32,14.8950557044987,2.16211785475281,-109.384483337402,92.2315979003906,0
